x,y,estimate,variance
78.082192,0.000000,8.063969,0.182372
78.277886,0.000000,8.116859,0.186712
78.473581,0.000000,8.170000,0.190402
78.669276,0.000000,8.223385,0.193418
78.864971,0.000000,8.277011,0.195745
79.060665,0.000000,8.330875,0.197380
79.256360,0.000000,8.384977,0.198329
79.452055,0.000000,8.439320,0.198611
79.647750,0.000000,8.493908,0.198252
79.843444,0.000000,8.548748,0.197290
80.039139,0.000000,8.603855,0.195771
80.234834,0.000000,8.659245,0.193754
80.430528,0.000000,8.714934,0.191314
80.626223,0.000000,8.770943,0.188537
80.821918,0.000000,8.827295,0.185521
81.017613,0.000000,8.884017,0.182374
81.213307,0.000000,8.941138,0.179211
81.409002,0.000000,8.998688,0.176149
81.604697,0.000000,9.056699,0.173305
81.800391,0.000000,9.115199,0.170783
81.996086,0.000000,9.174211,0.168672
82.191781,0.000000,9.233745,0.167032
82.387476,0.000000,9.293803,0.165888
82.583170,0.000000,9.354372,0.165226
82.778865,0.000000,9.415430,0.164990
82.974560,0.000000,9.476943,0.165088
83.170254,0.000000,9.538872,0.165399
83.365949,0.000000,9.601173,0.165785
83.561644,0.000000,9.663794,0.166095
83.757339,0.000000,9.726687,0.166181
83.953033,0.000000,9.789803,0.165901
84.148728,0.000000,9.853095,0.165126
84.344423,0.000000,9.916527,0.163741
84.540117,0.000000,9.980066,0.161649
84.735812,0.000000,10.043681,0.158771
84.931507,0.000000,10.107442,0.155045
85.127202,0.000000,10.171360,0.150428
85.322896,0.000000,10.235409,0.144899
85.518591,0.000000,10.299569,0.138459
85.714286,0.000000,10.363821,0.131139
85.909980,0.000000,10.428150,0.123007
86.105675,0.000000,10.492550,0.114188
86.301370,0.000000,10.557017,0.104891
86.497065,0.000000,10.621555,0.095453
86.692759,0.000000,10.686185,0.086413
86.888454,0.000000,10.750945,0.078587
87.084149,0.000000,10.815883,0.073088
87.279843,0.000000,10.881052,0.071086
87.475538,0.000000,10.946481,0.073257
87.671233,0.000000,11.012145,0.079352
87.866928,0.000000,11.077964,0.088437
88.062622,0.000000,11.143852,0.099468
88.258317,0.000000,11.209738,0.111614
88.454012,0.000000,11.275568,0.124305
88.649706,0.000000,11.341301,0.137168
88.845401,0.000000,11.406904,0.149961
89.041096,0.000000,11.472350,0.162525
89.236791,0.000000,11.537633,0.174759
89.432485,0.000000,11.602738,0.186594
89.628180,0.000000,11.667660,0.197977
89.823875,0.000000,11.732389,0.208874
90.019569,0.000000,11.796903,0.219260
90.215264,0.000000,11.861181,0.229119
90.410959,0.000000,11.925210,0.238440
90.606654,0.000000,11.988970,0.247216
90.802348,0.000000,12.052439,0.255446
90.998043,0.000000,12.115617,0.263135
91.193738,0.000000,12.178493,0.270287
91.389432,0.000000,12.241045,0.276908
91.585127,0.000000,12.303253,0.283002
91.780822,0.000000,12.365092,0.288577
91.976517,0.000000,12.426540,0.293639
92.172211,0.000000,12.487574,0.298196
92.367906,0.000000,12.548168,0.302258
92.563601,0.000000,12.608298,0.305834
92.759295,0.000000,12.667945,0.308934
92.954990,0.000000,12.727179,0.311571
93.150685,0.000000,12.786003,0.313760
93.346380,0.000000,12.844390,0.315516
93.542074,0.000000,12.902295,0.316856
93.737769,0.000000,12.959661,0.317798
93.933464,0.000000,13.016455,0.318361
94.129159,0.000000,13.072641,0.318566
94.324853,0.000000,13.128183,0.318436
94.520548,0.000000,13.183050,0.317992
94.716243,0.000000,13.237203,0.317257
94.911937,0.000000,13.290597,0.316258
95.107632,0.000000,13.343184,0.315024
95.303327,0.000000,13.394910,0.313580
95.499022,0.000000,13.445719,0.311956
95.694716,0.000000,13.495548,0.310181
95.890411,0.000000,13.544371,0.308281
96.086106,0.000000,13.592255,0.306281
96.281800,0.000000,13.639136,0.304212
96.477495,0.000000,13.684929,0.302110
96.673190,0.000000,13.729548,0.300007
96.868885,0.000000,13.772922,0.297939
97.064579,0.000000,13.814950,0.295945
97.260274,0.000000,13.855521,0.294065
97.455969,0.000000,13.894520,0.292341
97.651663,0.000000,13.931830,0.290816
97.847358,0.000000,13.967330,0.289536
98.043053,0.000000,14.000900,0.288546
98.238748,0.000000,14.032425,0.287898
98.434442,0.000000,14.061801,0.287640
98.630137,0.000000,14.088930,0.287821
98.825832,0.000000,14.113726,0.288486
99.021526,0.000000,14.136118,0.289673
99.217221,0.000000,14.156050,0.291416
99.412916,0.000000,14.173490,0.293742
99.608611,0.000000,14.188424,0.296669
99.804305,0.000000,14.200864,0.300203
100.000000,0.000000,14.210838,0.304343
0.000000,0.195695,10.349195,0.146180
0.195695,0.195695,10.373524,0.134430
0.391389,0.195695,10.400324,0.123940
0.587084,0.195695,10.430105,0.115109
